1.tif,0.462278485298,0.537721514702
2.tif,0.727429032326,0.272571027279
3.tif,0.510765254498,0.4892347157
4.tif,0.828575015068,0.171424910426
5.tif,0.61234164238,0.387658327818
6.tif,0.949278712273,0.050721321255
7.tif,0.872324585915,0.127675488591
8.tif,0.784925341606,0.215074658394
9.tif,0.866243422031,0.133756518364
10.tif,0.460359334946,0.539640665054
11.tif,0.809567809105,0.190432190895
12.tif,0.381579905748,0.618420064449
13.tif,0.328910708427,0.671089291573
14.tif,0.929456830025,0.0705432146788
15.tif,0.375767886639,0.624232053757
16.tif,0.281091690063,0.718908309937
17.tif,0.750061094761,0.249938890338
18.tif,0.833255589008,0.166744455695
19.tif,0.845226466656,0.154773548245
20.tif,0.150176689029,0.849823236465
21.tif,0.988817930222,0.011182080023
22.tif,0.759750306606,0.240249708295
23.tif,0.68813252449,0.311867445707
24.tif,0.330864995718,0.669135034084
25.tif,0.312195777893,0.687804281712
26.tif,0.884442210197,0.11555775255
27.tif,0.488938331604,0.511061668396
28.tif,0.831628382206,0.168371662498
29.tif,0.900764286518,0.0992356538773
30.tif,0.244635790586,0.755364179611
31.tif,0.978056311607,0.0219436381012
32.tif,0.850251972675,0.149748027325
33.tif,0.96038877964,0.0396111831069
34.tif,0.385432392359,0.614567577839
35.tif,0.409348160028,0.590651810169
36.tif,0.264810502529,0.735189497471
37.tif,0.379877507687,0.620122492313
38.tif,0.893597602844,0.10640244931
39.tif,0.660285711288,0.339714229107
40.tif,0.402616739273,0.597383260727
41.tif,0.243064180017,0.756935834885
42.tif,0.766938328743,0.233061686158
43.tif,0.755205869675,0.244794130325
44.tif,0.47549316287,0.524506866932
45.tif,0.817887067795,0.182112887502
46.tif,0.710056424141,0.289943575859
47.tif,0.899128973484,0.100871004164
48.tif,0.712242126465,0.28775793314
49.tif,0.585611224174,0.414388775826
50.tif,0.747889220715,0.252110749483
51.tif,0.468044430017,0.53195554018
52.tif,0.795320510864,0.20467954874
53.tif,0.48625844717,0.51374155283
54.tif,0.893193662167,0.106806278229
55.tif,0.249901399016,0.750098645687
56.tif,0.629648685455,0.370351314545
